political_subdivision,election_date,election_name,total Prov ballots,total prov ballots counted,precinct_number,reg_voters,reg_voters,race_name,candidate_name,party  code,early_votes,election_votes
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,President,Bernie Sanders,,93,59
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,President,Deval Patrick,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,President,Marianne Williamson,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,President,Michael Bennet,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,President,Tom Steyer,,4,3
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,President,Robby Wells,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,President,Pete Buttigieg,,22,0
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,President,"Roque ""Rocky"" De La Fuente",,2,2
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,President,Michael R. Bloomberg,,55,26
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,President,Elizabeth Warren,,51,9
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,President,John K. Delaney,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,United States Senator,Adrian Ocegueda,,14,16
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,United States Senator,"Mary ""MJ"" Hegar",,21,18
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,United States Senator,Amanda K. Edwards,,9,14
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,United States Senator,Jack Daniel Foster Jr,,6,3
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,United States Senator,D.R. Hunter,,17,15
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,United States Senator,Michael Cooper,,18,17
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,United States Senator,Royce West,,5,7
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,United States Senator,Cristina Tzintzun Ramirez,,90,90
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,United States Senator,Chris Bell,,7,1
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,United States Senator,Victor Hugo Harris,,3,1
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,United States Senator,Sema Hernandez,,38,6
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,United States Senator,"Annie ""Mamá"" Garcia",,91,14
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,"United States Representative,
District No. 34",Diego Zavala,,39,44
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,"United States Representative,
District No. 34",Filemon B. Vela,,277,145
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,"United States Representative,
District No. 34",Osbert Rodriguez Haro III,,18,16
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,Railroad Commissioner,Kelly Stone,,22,22
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,Railroad Commissioner,Chrysta Castañeda,,70,47
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,Railroad Commissioner,Mark Watson,,21,19
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",,203,118
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,"Chief Justice, Supreme Court",Amy Clark Meachum,,207,149
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,"Chief Justice, Supreme Court",Jerry Zimmerer,,86,46
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,,102,63
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,,188,133
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,"Justice, Supreme Court, Place 7",Brandy Voss,,95,83
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,"Justice, Supreme Court, Place 7",Staci Williams,,193,118
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,"Justice, Supreme Court, Place 8",Peter Kelly,,74,59
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,"Justice, Supreme Court, Place 8",Gisela D. Triana,,212,129
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,,63,42
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,,191,129
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,,29,20
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,,60,55
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,,232,135
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,,246,164
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,"State Senator, District 21",Judith Zaffirini,,299,186
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Migdalia Lopez,,261,183
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,"Justice, 13th Court of Appeals District, Place 6",Nereida Lopez-Singleterry,,252,179
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,"County Commissioner, Precinct 1",Ruben Fonseca,,80,60
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,"County Commissioner, Precinct 1",Sonia Lopez,,229,89
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,"County Commissioner, Precinct 1",Randy Soliz,,57,72
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,"County Commissioner, Precinct 1",Rudy Rivera,,7,14
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,"Constable, Precinct No. 1",Joe Gaitan,,309,204
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,County Chairman,Jennifer Hay,,249,182
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,Proposition #1,Yes,,344,214
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,Proposition #1,No,,16,15
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,Proposition #2,Yes,,342,217
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,Proposition #2,No,,15,12
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,Proposition #3,Yes,,339,216
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,Proposition #3,No,,11,8
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,Proposition #4,Yes,,340,219
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,Proposition #4,No,,12,7
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,Proposition #5,Yes,,349,223
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,Proposition #5,No,,9,7
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,Proposition #6,Yes,,347,217
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,Proposition #6,No,,9,9
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,Proposition #7,Yes,,336,215
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,Proposition #7,No,,12,12
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,Proposition #8,Yes,,337,210
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,Proposition #8,No,,18,12
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,Proposition #9,Yes,,345,209
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,Proposition #9,No,,10,13
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,Proposition #10,Yes,,338,207
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,Proposition #10,No,,17,17
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,Proposition #11,Yes,,324,199
San Patricio County,3/3/2020,Democratic Primary Election,,,124,3450,3450,Proposition #11,No,,29,19
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,President,Joseph R. Biden,,2,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,President,Cory Booker,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,President,Tulsi Gabbard,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,President,Julián Castro,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,President,Andrew Yang,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,President,Amy Klobuchar,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,President,Bernie Sanders,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,President,Deval Patrick,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,President,Marianne Williamson,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,President,Michael Bennet,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,President,Tom Steyer,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,President,Robby Wells,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,President,Pete Buttigieg,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,President,"Roque ""Rocky"" De La Fuente",,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,President,Michael R. Bloomberg,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,President,Elizabeth Warren,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,President,John K. Delaney,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,United States Senator,Adrian Ocegueda,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,United States Senator,"Mary ""MJ"" Hegar",,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,United States Senator,Amanda K. Edwards,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,United States Senator,Jack Daniel Foster Jr,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,United States Senator,D.R. Hunter,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,United States Senator,Michael Cooper,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,United States Senator,Royce West,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,United States Senator,Cristina Tzintzun Ramirez,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,United States Senator,Chris Bell,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,United States Senator,Victor Hugo Harris,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,United States Senator,Sema Hernandez,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,United States Senator,"Annie ""Mamá"" Garcia",,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,"United States Representative,
District No. 27","Ricardo ""Rick"" De La Fuente",,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,"United States Representative,
District No. 27",Charlie Jackson,,2,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,Railroad Commissioner,Kelly Stone,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,Railroad Commissioner,Chrysta Castañeda,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,Railroad Commissioner,Mark Watson,,2,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,"Chief Justice, Supreme Court",Amy Clark Meachum,,2,1
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,"Chief Justice, Supreme Court",Jerry Zimmerer,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,"Justice, Supreme Court, Place 6 - Unexpired Term",Larry Praeger,,2,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,"Justice, Supreme Court, Place 6 - Unexpired Term",Kathy Cheng,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,"Justice, Supreme Court, Place 7",Brandy Voss,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,"Justice, Supreme Court, Place 7",Staci Williams,,2,1
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,"Justice, Supreme Court, Place 8",Peter Kelly,,2,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,"Justice, Supreme Court, Place 8",Gisela D. Triana,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,"Judge, Court of Criminal Appeals, Place 3",Dan Wood,,3,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,"Judge, Court of Criminal Appeals, Place 3",Elizabeth Davis Frizell,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,"Judge, Court of Criminal Appeals, Place 3",William Pieratt Demond,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,"Judge, Court of Criminal Appeals, Place 4",Steven Miears,,3,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,"Judge, Court of Criminal Appeals, Place 4",Tina Clinton,,0,1
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,"Judge, Court of Criminal Appeals, Place 9",Brandon Birmingham,,3,1
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,"State Senator, District 21",Judith Zaffirini,,3,1
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,"Justice, 13th Court of Appeals District, Place 4 - Unexpired Term",Migdalia Lopez,,2,1
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,"Justice, 13th Court of Appeals District, Place 6",Nereida Lopez-Singleterry,,2,1
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,"County Commissioner, Precinct 3",Gilberto Garza,,1,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,"County Commissioner, Precinct 3",Alma Villarreal Moreno,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,"Constable, Precinct No. 1",Joe Gaitan,,1,1
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,County Chairman,Jennifer Hay,,3,1
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,Proposition #1,Yes,,3,1
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,Proposition #1,No,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,Proposition #2,Yes,,3,1
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,Proposition #2,No,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,Proposition #3,Yes,,3,1
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,Proposition #3,No,,0,0
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,Proposition #4,Yes,,3,1
San Patricio County,3/3/2020,Democratic Primary Election,,,125,50,50,Proposition #4,No,,0,0
