COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,REGISTERED VOTERS - Republican Party,REGISTERED VOTERS - Democratic Party,REGISTERED VOTERS - NONPARTISAN,BALLOTS CAST TOTAL,BALLOTS CAST - Republican Party,BALLOTS CAST - Democratic Party,BALLOTS CAST - NONPARTISAN,BALLOTS CAST BLANK,REP President,REP President,REP President,REP President,REP President,REP President,REP President,REP President,REP President,REP President,REP US Senator,REP US Senator,REP US Senator,REP US Senator,REP US Senator,REP US Senator,REP US Senator,"REP US Representative, Dist 28","REP US Representative, Dist 28","REP US Representative, Dist 28",REP Railroad Commissioner,REP Railroad Commissioner,REP Railroad Commissioner,REP Railroad Commissioner,"REP Chief Justice, Supreme Court","REP Chief Justice, Supreme Court","REP Chief Justice, Supreme Court","REP Justice, Supreme Court, Pl 6","REP Justice, Supreme Court, Pl 6","REP Justice, Supreme Court, Pl 6","REP Justice, Supreme Court, Pl 7","REP Justice, Supreme Court, Pl 7","REP Justice, Supreme Court, Pl 7","REP Justice, Supreme Court, Pl 8","REP Justice, Supreme Court, Pl 8","REP Justice, Supreme Court, Pl 8","REP Judge, Ct of Crim App, Pl 3","REP Judge, Ct of Crim App, Pl 3","REP Judge, Ct of Crim App, Pl 3","REP Judge, Ct of Crim App, Pl 3","REP Judge, Ct of Crim App, Pl 4","REP Judge, Ct of Crim App, Pl 4","REP Judge, Ct of Crim App, Pl 4","REP Judge, Ct of Crim App, Pl 9","REP Judge, Ct of Crim App, Pl 9","REP Judge, Ct of Crim App, Pl 9","REP Member, State BoE, Dist 1","REP Member, State BoE, Dist 1","REP Member, State BoE, Dist 1","REP State Senator, Dist 19","REP State Senator, Dist 19","REP State Senator, Dist 19","REP State Senator, Dist 21","REP State Senator, Dist 21","REP State Senator, Dist 21","REP State Representative, Dist 31","REP State Representative, Dist 31","REP State Representative, Dist 31","REP Chief Justice, 4th Ct of App Dist","REP Chief Justice, 4th Ct of App Dist","REP Chief Justice, 4th Ct of App Dist","REP Dist Attorney, 81st Judicial Dist","REP Dist Attorney, 81st Judicial Dist","REP Dist Attorney, 81st Judicial Dist",REP County Attorney,REP County Attorney,REP County Attorney,REP Sheriff,REP Sheriff,REP Sheriff,REP Sheriff,REP County Tax Assessor-Collector,REP County Tax Assessor-Collector,REP County Tax Assessor-Collector,REP County Commissioner,REP County Commissioner,REP County Commissioner,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP Constable,REP County Chair,REP County Chair,REP County Chair,REP County Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Precinct Chair,REP Proposition 1,REP Proposition 1,REP Proposition 1,REP Proposition 1,REP Proposition 2,REP Proposition 2,REP Proposition 2,REP Proposition 2,REP Proposition 3,REP Proposition 3,REP Proposition 3,REP Proposition 3,REP Proposition 4,REP Proposition 4,REP Proposition 4,REP Proposition 4,REP Proposition 5,REP Proposition 5,REP Proposition 5,REP Proposition 5,REP Proposition 6,REP Proposition 6,REP Proposition 6,REP Proposition 6,REP Proposition 7,REP Proposition 7,REP Proposition 7,REP Proposition 7,REP Proposition 8,REP Proposition 8,REP Proposition 8,REP Proposition 8,REP Proposition 9,REP Proposition 9,REP Proposition 9,REP Proposition 9,REP Proposition 10,REP Proposition 10,REP Proposition 10,REP Proposition 10,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM President,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,DEM US Senator,"DEM US Representative, Dist 28","DEM US Representative, Dist 28","DEM US Representative, Dist 28","DEM US Representative, Dist 28",DEM Railroad Commissioner,DEM Railroad Commissioner,DEM Railroad Commissioner,DEM Railroad Commissioner,DEM Railroad Commissioner,DEM Railroad Commissioner,"DEM Chief Justice, Supreme Court","DEM Chief Justice, Supreme Court","DEM Chief Justice, Supreme Court","DEM Chief Justice, Supreme Court","DEM Justice, Supreme Court, Pl 6","DEM Justice, Supreme Court, Pl 6","DEM Justice, Supreme Court, Pl 6","DEM Justice, Supreme Court, Pl 6","DEM Justice, Supreme Court, Pl 7","DEM Justice, Supreme Court, Pl 7","DEM Justice, Supreme Court, Pl 7","DEM Justice, Supreme Court, Pl 7","DEM Justice, Supreme Court, Pl 8","DEM Justice, Supreme Court, Pl 8","DEM Justice, Supreme Court, Pl 8","DEM Justice, Supreme Court, Pl 8","DEM Judge, Ct of Crim App, Pl 3","DEM Judge, Ct of Crim App, Pl 3","DEM Judge, Ct of Crim App, Pl 3","DEM Judge, Ct of Crim App, Pl 3","DEM Judge, Ct of Crim App, Pl 3","DEM Judge, Ct of Crim App, Pl 4","DEM Judge, Ct of Crim App, Pl 4","DEM Judge, Ct of Crim App, Pl 4","DEM Judge, Ct of Crim App, Pl 4","DEM Judge, Ct of Crim App, Pl 9","DEM Judge, Ct of Crim App, Pl 9","DEM Judge, Ct of Crim App, Pl 9","DEM Member, State BoE, Dist 1","DEM Member, State BoE, Dist 1","DEM Member, State BoE, Dist 1","DEM State Senator, Dist 19","DEM State Senator, Dist 19","DEM State Senator, Dist 19","DEM State Senator, Dist 19","DEM State Senator, Dist 19","DEM State Senator, Dist 21","DEM State Senator, Dist 21","DEM State Senator, Dist 21","DEM State Representative, Dist 31","DEM State Representative, Dist 31","DEM State Representative, Dist 31","DEM Chief Justice, 4th Ct of App Dist","DEM Chief Justice, 4th Ct of App Dist","DEM Chief Justice, 4th Ct of App Dist",DEM Sheriff,DEM Sheriff,DEM Sheriff,DEM County Commissioner,DEM County Commissioner,DEM County Commissioner,DEM County Commissioner,DEM County Commissioner,DEM County Commissioner,DEM Constable,DEM Constable,DEM Constable,DEM Constable,DEM County Chair,DEM County Chair,DEM County Chair,DEM Proposition #1,DEM Proposition #1,DEM Proposition #1,DEM Proposition #1,DEM Proposition #2,DEM Proposition #2,DEM Proposition #2,DEM Proposition #2,DEM Proposition #3,DEM Proposition #3,DEM Proposition #3,DEM Proposition #3,DEM Proposition #4,DEM Proposition #4,DEM Proposition #4,DEM Proposition #4,DEM Proposition #5,DEM Proposition #5,DEM Proposition #5,DEM Proposition #5,DEM Proposition #6,DEM Proposition #6,DEM Proposition #6,DEM Proposition #6,DEM Proposition #7,DEM Proposition #7,DEM Proposition #7,DEM Proposition #7,DEM Proposition #8,DEM Proposition #8,DEM Proposition #8,DEM Proposition #8,DEM Proposition #9,DEM Proposition #9,DEM Proposition #9,DEM Proposition #9,DEM Proposition #10,DEM Proposition #10,DEM Proposition #10,DEM Proposition #10,DEM Proposition #11,DEM Proposition #11,DEM Proposition #11,DEM Proposition #11
ATASC,18,VB #18,0,0,0,0,30,4,26,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,0,0,1,4,0,0,4,0,0,4,0,0,4,0,0,0,3,0,1,4,0,0,4,0,0,4,0,0,4,0,0,0,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,2,0,0,2,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,10,1,3,0,0,0,0,0,0,1,0,1,0,1,7,0,2,7,4,0,0,0,1,0,1,5,0,0,3,0,5,6,20,0,0,13,4,0,6,0,3,15,6,0,5,5,17,0,4,5,16,0,5,5,16,0,5,12,9,1,0,4,16,6,0,4,21,0,5,21,0,5,14,2,7,0,3,0,0,0,23,0,3,22,0,4,22,0,4,0,0,0,22,0,4,15,5,0,6,20,0,6,21,3,0,2,23,1,0,2,21,3,0,2,22,1,0,3,23,0,0,3,21,2,0,3,21,2,0,3,22,2,0,2,23,0,0,3,23,1,0,2,21,3,0,2
ATASC,18,VB #18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATASC,19,VB #19,0,0,0,0,70,53,17,0,0,0,50,0,0,0,0,0,3,0,0,13,4,29,5,0,0,2,52,0,1,41,10,0,2,52,0,1,52,0,1,52,0,1,51,0,2,27,24,0,2,52,0,1,52,0,1,53,0,0,51,0,2,0,0,0,50,0,3,52,0,1,51,0,2,51,0,2,39,14,0,0,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,14,0,0,32,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,43,10,0,0,43,10,0,0,46,6,0,1,49,4,0,0,51,2,0,0,49,4,0,0,52,1,0,0,51,1,0,1,45,6,0,2,50,2,0,1,0,0,3,0,4,0,0,0,0,0,0,2,0,2,0,0,6,0,0,2,0,3,1,0,1,0,3,3,1,1,2,0,0,8,8,0,1,8,1,2,4,0,2,10,6,0,1,6,10,0,1,6,10,0,1,7,9,0,1,7,6,2,0,2,10,6,0,1,15,0,2,15,0,2,5,5,6,0,1,0,0,0,15,0,2,15,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,14,3,0,0,13,4,0,0,15,2,0,0,16,1,0,0,16,1,0,0,17,0,0,0,14,2,0,1,13,3,0,1,15,2,0,0,14,3,0,0,12,4,0,1
ATASC,19,VB #19,0,0,0,0,83,53,30,0,0,0,46,0,0,0,0,0,7,0,0,4,4,35,7,1,0,2,49,0,4,36,16,0,1,49,0,4,49,0,4,49,0,4,47,0,6,29,21,0,3,48,0,5,48,0,5,48,0,5,50,0,3,0,0,0,49,0,4,48,0,5,49,0,4,50,0,3,35,18,0,0,51,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,10,0,0,28,20,0,5,0,0,0,0,0,0,0,0,0,0,0,0,47,6,0,0,42,10,0,1,47,6,0,0,48,3,0,2,48,5,0,0,44,7,0,2,52,1,0,0,52,1,0,0,47,6,0,0,47,6,0,0,0,0,7,0,7,0,0,0,5,0,0,1,0,1,1,2,5,0,1,5,1,0,0,1,1,1,0,7,2,3,2,0,7,9,19,0,2,10,3,5,7,0,5,15,12,0,3,16,10,0,4,6,19,0,5,11,14,0,5,11,8,3,0,8,17,7,0,6,25,0,5,25,0,5,12,6,7,0,5,0,0,0,26,0,4,24,0,6,28,0,2,0,0,0,0,0,0,0,0,0,0,25,0,5,28,1,0,1,26,1,0,3,27,1,0,2,26,1,0,3,25,2,0,3,26,2,0,2,23,4,0,3,26,1,0,3,26,1,0,3,25,2,0,3,24,2,0,4
ATASC,19,VB #19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATASC,19,VB #19,0,0,0,0,7,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,1,3,3,0,0,2,1,1,2,0,0,3,3,0,0,3,2,0,1,0,5,0,1,3,3,0,0,3,3,0,0,0,5,1,0,0,6,0,0,6,0,0,4,1,1,0,0,0,0,0,6,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,4,1,0,1,6,0,0,0
ATASC,19,VB #19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATASC,20,VB #20,0,0,0,0,558,408,150,0,0,0,375,2,0,1,0,1,27,0,2,53,31,268,41,4,0,11,386,0,22,300,84,0,24,387,0,21,384,0,24,384,0,24,387,0,21,197,182,0,29,381,0,27,381,0,27,384,0,24,388,0,20,0,0,0,375,0,33,379,0,29,389,0,19,389,0,19,354,47,0,7,398,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,112,95,0,4,235,143,0,30,0,0,0,0,0,0,0,0,0,0,0,0,353,53,0,2,327,76,0,5,375,24,0,9,376,28,0,4,357,47,0,4,378,24,0,6,390,11,0,7,398,4,0,6,384,16,0,8,358,37,0,13,1,0,27,3,35,0,0,0,4,0,0,10,2,2,0,1,62,0,3,28,8,15,1,4,7,2,10,31,12,7,13,0,12,60,88,0,2,72,25,16,26,0,11,98,41,0,11,48,90,0,12,56,82,0,12,54,83,0,13,91,36,11,0,12,103,34,0,13,135,0,15,137,0,13,72,24,42,0,12,0,0,0,143,0,7,140,0,10,138,0,12,0,0,0,0,0,0,0,0,0,0,140,0,10,141,8,0,1,138,10,0,2,141,6,0,3,140,9,0,1,141,8,0,1,143,6,0,1,139,9,0,2,140,9,0,1,146,2,0,2,132,16,0,2,133,15,0,2
ATASC,20,VB #20,0,0,0,0,715,589,126,0,0,1,559,1,1,2,5,0,18,0,2,48,42,446,33,7,0,13,551,0,38,405,160,0,24,550,0,39,549,0,40,553,0,36,552,0,37,257,285,0,47,548,0,41,547,0,42,548,0,41,561,0,28,0,0,0,537,0,52,537,0,52,562,0,27,561,0,28,514,65,0,10,573,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,173,87,0,3,356,197,0,36,0,0,0,0,0,0,0,0,0,0,0,0,519,66,0,4,497,85,0,7,547,39,0,3,550,33,0,6,526,56,0,7,551,31,0,7,567,17,0,5,572,11,0,6,552,33,0,4,544,41,0,4,0,0,25,9,30,0,0,1,3,0,0,15,0,1,1,4,36,0,1,38,3,7,1,1,6,1,9,23,4,4,13,0,16,50,69,0,7,33,18,12,43,0,20,94,19,0,13,39,70,0,17,46,61,0,19,29,77,0,20,83,18,7,0,18,86,24,0,16,106,0,20,110,0,16,64,14,35,0,13,0,0,0,114,0,12,112,0,14,115,0,11,0,0,0,0,0,0,0,0,0,0,114,0,12,118,5,0,3,119,4,0,3,122,2,0,2,115,7,0,4,117,3,0,6,117,5,0,4,115,5,0,6,117,5,0,4,122,3,0,1,115,7,0,4,107,12,0,7
ATASC,20,VB #20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATASC,20,VB #20,0,0,0,0,41,16,25,0,0,0,16,0,0,0,0,0,0,0,0,1,1,13,0,0,0,1,14,0,2,10,5,0,1,13,0,3,13,0,3,13,0,3,12,0,4,6,5,0,5,13,0,3,13,0,3,13,0,3,14,0,2,0,0,0,15,0,1,13,0,3,15,0,1,12,0,4,15,1,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,1,12,3,0,1,14,1,0,1,14,1,0,1,14,0,0,2,13,1,0,2,14,0,0,2,14,0,0,2,13,1,0,2,13,1,0,2,0,0,10,3,1,0,0,0,1,0,0,2,0,0,0,0,7,1,0,5,2,8,0,0,1,1,0,3,0,1,2,0,2,7,18,0,0,10,1,3,9,0,2,15,7,0,3,10,13,0,2,15,8,0,2,8,15,0,2,15,7,1,0,2,18,5,0,2,23,0,2,24,0,1,7,5,11,0,2,0,0,0,23,0,2,23,0,2,23,0,2,0,0,0,0,0,0,0,0,0,0,24,0,1,22,3,0,0,22,3,0,0,23,2,0,0,22,2,0,1,23,2,0,0,24,1,0,0,21,3,0,1,24,1,0,0,23,2,0,0,24,1,0,0,22,2,0,1
ATASC,20,VB #20,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
ATASC,21,VB #21,0,0,0,0,51,39,12,0,0,0,38,0,1,0,0,0,0,0,0,6,7,24,2,0,0,0,39,0,0,25,14,0,0,39,0,0,39,0,0,39,0,0,39,0,0,27,11,0,1,39,0,0,39,0,0,39,0,0,0,0,0,39,0,0,39,0,0,39,0,0,39,0,0,38,0,1,32,7,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,9,0,0,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,0,0,30,9,0,0,34,5,0,0,36,1,0,2,34,5,0,0,36,3,0,0,39,0,0,0,38,1,0,0,36,3,0,0,34,3,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1,0,4,0,1,0,0,0,1,0,0,1,0,4,6,4,0,2,5,2,0,3,0,2,6,4,0,2,5,5,0,2,4,6,0,2,3,7,0,2,4,6,0,0,2,9,1,0,2,9,0,3,8,0,4,0,0,0,0,0,9,0,3,10,0,2,9,0,3,8,0,4,0,0,0,0,0,0,0,0,0,0,9,0,3,9,2,0,1,9,2,0,1,9,2,0,1,9,2,0,1,11,0,0,1,10,1,0,1,9,2,0,1,8,2,0,2,11,0,0,1,8,2,0,2,10,1,0,1
ATASC,21,VB #21,0,0,0,0,32,27,5,0,0,0,27,0,0,0,0,0,0,0,0,2,3,21,1,0,0,0,25,0,2,14,12,0,1,26,0,1,26,0,1,25,0,2,25,0,2,13,12,0,2,26,0,1,25,0,2,25,0,2,0,0,0,26,0,1,25,0,2,25,0,2,26,0,1,23,0,4,24,3,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,4,0,0,15,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,25,2,0,0,25,2,0,0,27,0,0,0,25,2,0,0,26,1,0,0,27,0,0,0,27,0,0,0,26,0,0,1,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,0,1,0,2,2,1,0,0,4,1,0,0,2,2,0,1,1,3,0,1,3,2,0,0,2,2,1,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5,0,0,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,1,0,0,4,1,0,0,4,1,0,0,4,1,0,0,5,0,0,0,4,1,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,4,1,0,0
ATASC,21,VB #21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATASC,21,VB #21,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
